Lab Collection Date,Parish,Daily Test Count,Daily Negative Test Count,Daily Positive Test Count,Daily Case Count
11/30/2020,Allen,141,120,20,18
12/1/2020,Allen,176,165,11,9
12/2/2020,Allen,89,75,14,8
12/3/2020,Allen,155,140,15,10
12/4/2020,Allen,227,213,13,11
12/5/2020,Allen,14,13,1,1
12/6/2020,Allen,34,28,6,5
12/7/2020,Allen,233,215,18,18
12/8/2020,Allen,175,157,18,13
12/9/2020,Allen,179,166,13,11
12/10/2020,Allen,222,201,20,15
12/11/2020,Allen,187,130,56,55
12/12/2020,Allen,35,32,3,3
12/13/2020,Allen,34,27,6,4
12/14/2020,Allen,150,131,19,15
12/15/2020,Allen,205,191,14,9
12/16/2020,Allen,141,133,8,8
12/17/2020,Allen,129,110,18,15
12/18/2020,Allen,99,91,8,8
12/19/2020,Allen,22,19,3,3
12/20/2020,Allen,29,26,3,2
12/21/2020,Allen,215,195,18,17
12/22/2020,Allen,144,131,13,8
12/23/2020,Allen,105,78,27,24
12/24/2020,Allen,57,49,8,7
